,category,token
24076,nc,obsequiosidade
24077,adj,obsequioso
24078,nc,observação
24079,adj,observacional
24080,a,observador
24081,nc,observância
24082,a,observante
24083,v,observar
24084,nc,observatório
24085,nc,obsessão
24086,adj,obsessionante
24087,adj,obsessivo
24088,a,obsesso
24089,a,obsessor
24090,nc,obsolescência
24091,adj,obsoleto
24092,v,obstaculizar
24093,nc,obstáculo
24094,adj,obstante
24095,v,obstar
24096,adj,obstativo
24097,nc,obstetra
24098,adj,obstetrical
24099,nc,obstétrica
24100,nc,obstetrícia
24101,v,obstinar
24102,nc,obstipação
24103,adj,obstipante
24104,v,obstipar
24105,nc,obstrução
24106,nc,obstrucionismo
24107,a,obstrucionista
24108,adj,obstruente
24109,v,obstruir
24110,adj,obstrutivo
24111,a,obstrutor
24112,nc,obtenção
24113,adj,obtenível
24114,a,obtentor
24115,v,obter
24116,a,obturador
24117,adj,obturante
24118,v,obturar
24119,nc,obtusidade
24120,adj,obtuso
24121,nc,obus
24122,adv,obviamente
24123,adj,óbvio
24124,nc,ocasião
24125,adj,ocasional
24126,nc,ocasionalidade
24127,nc,ocasionalismo
24128,v,ocasionar
24129,nc,ocaso
24130,art,o
24131,ppes,o
24132,adj,occipital
24133,nc,oceanário
24134,nc,oceanicidade
24135,adj,oceânico
24136,nc,oceanografia
24137,nc,oceano
24138,adj,ocidental
24139,nc,ocidentalidade
24140,nc,ocidentalismo
24141,a,ocidentalista
24142,v,ocidentalizar
24143,nc,ocidente
24144,nc,ócio
24145,nc,ociosidade
24146,a,ocioso
24147,nc,oclusão
24148,a,oco
24149,nc,ocorrência
24150,adj,ocorrente
24151,v,ocorrer
24152,nc,ocre
24153,adj,octaédrico
24154,nc,octaedro
24155,a,octana
24156,adj,octangular
24157,nc,octano
24158,nc,octante
24159,nc,octeto
24160,adj,octingentésimo
24161,a,octogenário
24162,nord,octogésimo
24163,adj,octogonal
24164,a,octógono
24165,adj,octostilo
24166,adj,óctuplo
24167,adj,ocular
24168,nc,ocularidade
24169,nc,ocular
24170,adj,oculífero
24171,adj,oculiforme
24172,nc,oculista
24173,nc,óculo
24174,a,ocultador
24175,adj,ocultante
24176,v,ocultar
24177,nc,ocultismo
24178,a,ocultista
24179,adj,oculto
24180,nc,ocupação
24181,adj,ocupacional
24182,nc,ocupado
24183,v,ocupar
24184,nc,odalisca
24185,nc,ode
24186,v,odiar
24187,adj,odiento
24188,nc,ódio
24189,a,odioso
24190,nc,odisseia
24191,adj,odisseico
24192,nc,odontogénese
24193,nc,odontogenia
24194,nc,odontologia
24195,adj,odorante
24196,v,odorar
24197,adj,odorífero
24198,adj,odorífico
24199,nc,odor
24200,adj,odoroso
24201,nc,odre
24202,nc,oeste
24203,adj,ofegante
24204,v,ofegar
24205,nc,ofego
24206,adj,ofegoso
24207,adj,ofeguento
24208,v,ofender
24209,nc,ofensa
24210,nc,ofensiva
24211,adj,ofensivo
24212,a,ofensor
24213,v,oferecer
24214,nc,oferenda
24215,v,oferendar
24216,a,oferente
24217,nc,oferta
24218,a,ofertante
24219,v,ofertar
24220,nc,ofertório
24221,adj,oficial
24222,nc,oficialidade
24223,nc,oficialismo
24224,v,oficializar
24225,nc,oficial
24226,a,oficiante
24227,v,oficiar
24228,adj,oficinal
24229,nc,oficina
24230,nc,ofício
24231,nc,oficiosidade
24232,adj,oficioso
24233,a,oftálmico
24234,nc,oftalmologia
24235,adj,oftalmológico
24236,nc,oftalmoterapia
24237,adj,ofuscante
24238,v,ofuscar
24239,adj,ogivado
24240,adj,ogival
24241,nc,ogiva
24242,nc,ogre
24243,in,oh
24244,nc,ohmímetro
24245,nc,oídio
24246,nc,oirar
24247,nc,oiro
24248,nc,oitava
24249,v,oitavar
24250,nord,oitavo
24251,card,oitenta
24252,card,oito
24253,adj,oitocentista
24254,card,oitocentos
24255,in,olá
24256,nc,ola
24257,nc,olaria
24258,adj,oleáceo
24259,v,oleaginar
24260,adj,oleaginoso
24261,nc,olearia
24262,v,olear
24263,adj,oleento
24264,in,olé
24265,nc,oleicultura
24266,adj,oleífero
24267,adj,oleificante
24268,adj,oleígeno
24269,nc,oleiro
24270,nc,oleoduto
24271,nc,óleo
24272,nc,oleosidade
24273,adj,oleoso
24274,v,olfatar
24275,adj,olfático
24276,adj,olfativo
24277,nc,olfato
24278,nc,olhada
24279,nc,olhadela
24280,a,olhador
24281,nc,olhadura
24282,nc,olhal
24283,v,olhar
24284,in,olhe
24285,nc,olheiras
24286,adj,olheirento
24287,adj,olhento
24288,nc,olho
24289,adj,olhudo
24290,nc,oligarca
24291,nc,oligarquia
24292,nc,olimpíada
24293,adj,olímpico
24294,adj,oliváceo
24295,nc,olival
24296,nc,oliva
24297,adj,olivar
24298,nc,olivedo
24299,nc,oliveiral
24300,nc,oliveira
24301,adj,olíveo
24302,nc,olivicultura
24303,adj,olivífero
24304,nc,olmeiro
24305,nc,olmo
24306,adj,oloroso
24307,v,ombrear
24308,nc,ombreira
24309,nc,ombro
24310,nc,ómega
24311,nc,omeleta
24312,nc,omelete
24313,adj,ominoso
24314,nc,omissão
24315,adj,omisso
24316,adj,omissório
24317,v,omitir
24318,adj,omnímodo
24319,nc,omnipotência
24320,adj,omnipotente
24321,nc,omnipresença
24322,adj,omnipresente
24323,nc,omnisciência
24324,adj,omnisciente
24325,adj,omnívoro
24326,nc,omoplata
24327,nc,onanismo
24328,nc,onanista
24329,nc,onça
24330,nc,oncologia
24331,nc,oncologista
24332,nc,onda
24333,adj,ondeante
24334,v,ondear
24335,adv,onde
24336,adj,ondejante
24337,v,ondejar
24338,adj,ondulante
24339,v,ondular
24340,adj,ondulatório
24341,adj,onerante
24342,adj,onerário
24343,v,onerar
24344,nc,onerosidade
24345,adj,oneroso
24346,nc,ónibus
24347,adj,onírico
24348,nc,onirismo
24349,adj,onomástico
24350,nc,onomatologia
24351,adj,onomatopaico
24352,nc,onomatopeia
24353,adj,onomatopeico
24354,adv,ontem
24355,nc,ontogénese
24356,nc,ontogenia
24357,adj,ontogénico
24358,nc,ontologia
24359,adj,ontológico
24360,nc,ontologismo
24361,nc,ónus
24362,card,onze
24363,nc,onzena
24364,a,onzenário
24365,v,onzenar
24366,a,onzeneiro
24367,nc,onzenice
24368,nc,opa
24369,nc,opacidade
24370,adj,opaco
24371,nc,opala
24372,nc,opalescência
24373,adj,opalescente
24374,v,opalescer
24375,v,opalizar
24376,nc,opção
24377,adj,opcional
24378,nc,operação
24379,adj,operacional
24380,v,operacionalizar
24381,a,operador
24382,nc,operando
24383,nc,ópera
24384,adj,operante
24385,nc,operariado
24386,nc,operária
24387,a,operário
24388,v,operar
24389,adj,operativo
24390,adj,operatório
24391,adj,operável
24392,adj,opercular
24393,nc,opérculo
24394,nc,opereta
24395,nc,operosidade
24396,adj,operoso
24397,adj,opiáceo
24398,v,opiar
24399,adj,opinante
24400,v,opinar
24401,adj,opinativo
24402,nc,opinião
24403,adj,opiniático
24404,adj,opinioso
24405,nc,opiologia
24406,a,opiómano
24407,nc,ópio
24408,a,oponente
24409,adj,oponível
24410,nc,oportunidade
24411,nc,oportunismo
24412,a,oportunista
24413,adj,oportuno
24414,v,opor
24415,nc,oposição
24416,a,oposicionista
24417,adj,opositivo
24418,nc,opositor
24419,adj,oposto
24420,nc,opressão
24421,adj,opressivo
24422,adj,opresso
24423,adj,opressor
24424,adj,opressório
24425,adj,oprimente
24426,v,oprimir
24427,nc,opróbrio
24428,a,optante
24429,v,optar
24430,adj,optativo
24431,adj,otário
24432,adv,oticamente
24433,nc,ótica
24434,nc,oticidade
24435,a,ótico
24436,nc,otimamente
24437,nc,otimismo
24438,a,otimista
24439,v,otimizar
24440,a,ótimo
24441,nc,opulência
24442,v,opulentar
24443,adj,opulento
24444,nc,opúsculo
24445,nc,oração
24446,con,ora
24447,adj,oracional
24448,adj,oracular
24449,v,oraculizar
24450,nc,oráculo
24451,nc,orada
24452,nc,orador
24453,adj,oral
24454,nc,oralidade
24455,nc,oralização
24456,nc,orangotango
24457,v,orar
24458,nc,oratória
24459,a,oratório
24460,adj,orbicular
24461,adj,orbital
24462,v,orbitar
24463,nc,órbita
24464,adj,orçamental
24465,adj,orçamentário
24466,v,orçamentar
24467,nc,orça
24468,nc,orca
24469,v,orçar
24470,adj,ordeiro
24471,nc,ordem
24472,nc,ordenação
24473,nc,ordenada
24474,a,ordenado
24475,nc,ordenança
24476,v,ordenar
24477,a,ordenhador
24478,nc,ordenha
24479,v,ordenhar
24480,a,ordinal
24481,nc,ordinante
24482,a,ordinária
24483,a,ordinário
24484,nc,orégão
24485,nc,orelhada
24486,adj,orelhado
24487,nc,orelha
24488,nc,orelhão
24489,nc,orelheira
24490,a,orelhudo
24491,nc,orfanado
24492,v,orfanar
24493,nc,orfanato
24494,nc,orfandade
24495,a,órfão
24496,nc,orfeão
24497,adv,organicamente
24498,nc,orgânica
24499,nc,organicismo
24500,nc,organicista
24501,adj,orgânico
24502,nc,organismo
24503,nc,organista
24504,nc,organização
24505,adj,organizacional
24506,a,organizador
24507,v,organizar
24508,adj,organizativo
24509,nc,organograma
24510,nc,órgão
24511,nc,orgasmo
24512,adj,orgíaco
24513,nc,orgia
24514,nc,orgiasta
24515,adj,orgiástico
24516,v,orgulhar
24517,v,orgulhecer
24518,nc,orgulho
24519,a,orgulhoso
24520,nc,orientação
24521,a,orientador
24522,nc,orientais
24523,adj,oriental
24524,nc,orientalidade
24525,nc,orientalismo
24526,nc,orientalista
24527,v,orientalizar
24528,nc,orientando
24529,v,orientar
24530,adj,orientativo
24531,nc,oriente
24532,nc,orifício
24533,nc,origem
24534,a,originador
24535,a,original
24536,nc,originalidade
24537,adj,originário
24538,v,originar
24539,adj,oriundo
24540,nc,orla
24541,v,orlar
24542,a,ornamentador
24543,adj,ornamental
24544,nc,ornamentária
24545,v,ornamentar
24546,nc,ornamento
24547,v,ornar
24548,nc,ornato
24549,nc,ornitologia
24550,nc,ornitorrinco
24551,nc,orografia
24552,adj,orquestral
24553,nc,orquestra
24554,v,orquestrar
24555,nc,orquídea
24556,nc,ortodoxia
24557,a,ortodoxo
24558,adj,ortogonal
24559,adj,ortógono
24560,v,ortografar
24561,nc,ortografia
24562,adj,ortográfico
24563,nc,ortónimo
24564,nc,ortopedia
24565,adj,ortopédico
24566,nc,orvalhada
24567,adj,orvalhado
24568,v,orvalhar
24569,nc,orvalho
24570,adj,orvalhoso
24571,a,oscilador
24572,adj,oscilante
24573,v,oscilar
24574,nc,oscilatória
24575,adj,oscilatório
24576,nc,osciloscópio
24577,nc,ósculo
24578,nc,óscar
24579,nc,osga
24580,adj,osmótico
24581,art,os
24582,pind,os
24583,ppes,os
24584,nc,ossada
24585,nc,ossaria
24586,nc,ossário
24587,adj,ósseo
24588,adj,ossicular
24589,nc,ossículo
24590,adj,ossífero
24591,v,ossificar
24592,adj,ossiforme
24593,adj,ossívoro
24594,nc,osso
24595,adj,ossudo
24596,nc,ostensão
24597,adj,ostensível
24598,adj,ostensivo
24599,a,ostensor
24600,adj,ostensório
24601,a,ostentador
24602,v,ostentar
24603,adj,ostentativo
24604,adj,ostentoso
24605,nc,osteoclasto
24606,nc,osteopatia
24607,nc,osteoporose
24608,adj,ostráceo
24609,nc,ostracismo
24610,v,ostracizar
24611,nc,ostra
24612,nc,ostraria
24613,nc,ostreicultura
24614,adj,ostreífero
24615,nc,ostreira
24616,a,ostreiro
24617,nc,ostricultura
24618,adj,ostrífero
24619,nc,otólito
24620,a,otomano
24621,nc,otorrino
24622,nc,otorrinolaringologia
24623,con,ou
24624,v,ougar
24625,v,ourar
24626,nc,ouriço-cacheiro
24627,nc,ouriço-do-mar
24628,nc,ouriço-marinho
24629,nc,ouriço
24630,nc,ourivesaria
24631,nc,ourives
24632,nc,ouro
24633,nc,ousadia
24634,v,ousar
24635,nc,outeiro
24636,nc,outonada
24637,adj,outonal
24638,v,outonar
24639,adj,outoniço
24640,nc,outorga
24641,a,outorgante
24642,v,outorgar
24643,pind,outrem
24644,pind,outro
24645,adv,outrora
24646,adv,outrossim
24647,nc,ouvido
24648,nc,ouvinte
24649,v,ouvir
24650,nc,ovação
24651,v,ovacionar
24652,adj,oval
24653,adj,ovalar
24654,v,ovalar
24655,nc,ova
24656,adj,ovante
24657,a,ovarense
24658,adj,ovariano
24659,nc,ovárico
24660,nc,ovário
24661,v,ovar
24662,nc,ovelhada
24663,nc,ovelha
24664,nc,ovelheiro
24665,adj,óveo
24666,nc,ovículo
24667,nc,ovificação
24668,adj,oviforme
24669,adj,ovino
24670,nc,oviparidade
24671,adj,ovíparo
24672,adj,ovívoro
24673,nc,óvni
24674,nc,ovócito
24675,nc,ovofagia
24676,adj,ovoide
24677,nc,ovologia
24678,nc,ovo
24679,a,ovolactovegetariano
24680,nc,ovos-moles
24681,adj,ovovíparo
24682,adj,ovovivíparo
24683,adj,ovular
24684,adj,ovulífero
24685,adj,ovuliforme
24686,nc,óvulo
24687,in,oxalá
24688,nc,oxidabilidade
24689,a,oxidante
24690,v,oxidar
24691,nc,óxido
24692,v,oxidular
24693,nc,oxigenabilidade
24694,adj,oxigenante
24695,v,oxigenar
24696,nc,oxigénio
24697,v,ozonar
24698,nc,ozone
24699,v,ozonificar
24700,nc,ozónio
24701,nc,ozonizador
24702,v,ozonizar
24703,nc,ozono
24704,nc,pacatez
24705,a,pacato
24706,adj,pacatório
24707,a,pacense
24708,nc,pachola
24709,nc,pacholice
24710,nc,pachorra
24711,adj,pachorrento
24712,nc,paciência
24713,adj,paciente
24714,nc,paciente
24715,a,pacificador
24716,v,pacificar
24717,nc,pacificidade
24718,adj,pacífico
24719,nc,pacifismo
24720,nc,pacifista
24721,nc,paço
24722,nc,pacote
24723,nc,pacotilha
24724,nc,pacotilho
24725,nc,pacovice
24726,a,pacóvio
24727,v,pactear
24728,nc,pacto
24729,a,pactuante
24730,nc,pactuário
24731,v,pactuar
24732,nc,padaria
24733,a,padecedor
24734,a,padecente
24735,v,padecer
24736,nc,padeira
24737,nc,padeiro
24738,v,padejar
24739,nc,padejo
24740,nc,padieira
24741,nc,padinha
24742,nc,padiola
24743,nc,padioleiro
24744,nc,pado
24745,nc,padrão
24746,nc,padraria
24747,nc,padrasto
24748,v,padrear
24749,nc,padreca
24750,nc,padreco
24751,nc,padre
24752,nc,padrinho
24753,nc,padroado
24754,a,padroeiro
24755,v,padronizar
24756,a,pagador
24757,nc,pagadoria
24758,nc,paga
24759,nc,pagaia
24760,nc,paganismo
24761,adj,paganizante
24762,v,paganizar
24763,a,pagante
24764,a,pagão
24765,v,pagar
24766,nc,paginador
24767,nc,página
24768,v,paginar
24769,v,pagodear
24770,nc,pagodeira
24771,a,pagodeiro
24772,nc,pagode
24773,nc,pagodice
24774,a,pago
24775,nc,painel
24776,nc,pai
24777,nc,paioleiro
24778,nc,paiol
24779,nc,paio
24780,v,pairar
24781,nc,paisagem
24782,nc,paisagismo
24783,nc,paisagista
24784,adj,paisagístico
24785,nc,paisanada
24786,nc,paisana
24787,a,paisano
24788,nc,país
24789,a,paivense
24790,nc,paixão
24791,nc,paixoneta
24792,nc,pajem
24793,nc,palacete
24794,nc,palacianismo
24795,a,palaciano
24796,nc,palácio
24797,nc,paladar
24798,a,paladino
24799,nc,paládio
24800,nc,palancada
24801,nc,palanca
24802,v,palancar
24803,nc,palanco
24804,nc,pala
24805,nc,palanqueiro
24806,nc,palanque
24807,adj,palatal
24808,v,palatalizar
24809,a,palatino
24810,v,palatizar
24811,nc,palato
24812,nc,palavra-chave
24813,nc,palavras-chave
24814,nc,palavrada
24815,nc,palavra
24816,nc,palavrão
24817,nc,palavras-cruzadas
24818,nc,palavreado
24819,v,palavrear
24820,a,palavreiro
24821,nc,palavrório
24822,adj,palavroso
24823,nc,palco
24824,nc,paleação
24825,nc,paleio
24826,nc,paleografia
24827,nc,paleolítico
24828,nc,paleologia
24829,nc,paleontologia
24830,a,paleozoico
24831,nc,paleozoologia
24832,a,palerma
24833,adj,palestiniano
24834,a,palestino
24835,nc,palestra
24836,v,palestrar
24837,nc,paleta
24838,nc,palete
24839,nc,paletó
24840,nc,palhaçada
24841,adj,palhaçal
24842,nc,palhaço
24843,nc,palhal
24844,nc,palha
24845,nc,palhar
24846,nc,palheira
24847,nc,palheirão
24848,nc,palheireiro
24849,nc,palheiro
24850,nc,palhetada
24851,nc,palheta
24852,nc,palhetão
24853,nc,palhiço
24854,nc,palhinha
24855,nc,palhoça
24856,nc,palhoceiro
24857,nc,palhota
24858,v,paliar
24859,a,paliativo
24860,nc,paliçada
24861,adj,palidamente
24862,v,palidejar
24863,nc,palidez
24864,adj,pálido
24865,a,palíndromo
24866,nc,pálio
24867,v,palitar
24868,nc,paliteira
24869,nc,paliteiro
24870,nc,palito
24871,nc,palmada
24872,nc,palma
24873,adj,palmar
24874,nc,palmarés
24875,v,palmar
24876,nc,palmatoada
24877,adj,palmatoar
24878,v,palmatoar
24879,nc,palmatória
24880,v,palmatoriar
24881,v,palmear
24882,nc,palmeira
24883,a,palmeiro
24884,v,palmejar
24885,nc,palmeta
24886,adj,palmífero
24887,adj,palmiforme
24888,nc,palmilhadeira
24889,nc,palmilha
24890,v,palmilhar
24891,adj,palminérveo
24892,nc,palminhas
24893,adj,palmípede
24894,nc,palmito
24895,nc,palmo
24896,a,palonço
24897,nc,palpabilidade
24898,v,palpabilizar
24899,nc,palpadela
24900,v,palpar
24901,nc,palpebração
24902,adj,palpebrado
24903,adj,palpebral
24904,nc,pálpebra
24905,nc,palpitação
24906,adj,palpitante
24907,v,palpitar
24908,nc,palpite
24909,nc,palpo
24910,a,palradeiro
24911,a,palrador
24912,adj,palrão
24913,v,palrar
24914,nc,palratório
24915,a,palreira
24916,adj,palreiro
24917,nc,palrice
24918,nc,paludismo
24919,adj,paludoso
24920,nc,palurdice
24921,adj,pampanoso
24922,nc,panaceia
24923,a,panal
24924,a,panamense
24925,nc,pan-americanismo
24926,adj,pan-africano
24927,a,panamiano
24928,adj,panar
24929,v,panar
24930,nc,panascal
24931,nc,panasqueira
24932,nc,panasqueiro
24933,nc,pançada
24934,nc,pancada
24935,nc,pancadão
24936,nc,pancadaria
24937,nc,panca
24938,nc,pança
24939,nc,pâncreas
24940,adj,pancreático
24941,nc,pancreatologia
24942,adj,pançudo
24943,nc,panda
24944,v,pandear
24945,nc,pândega
24946,v,pandegar
24947,a,pândego
24948,adj,pandegueiro
24949,nc,pandeireiro
24950,nc,pandeireta
24951,nc,pandeiro
24952,nc,pandemia
24953,nc,pandemónio
24954,nc,pandora
24955,nc,panelada
24956,nc,panela
24957,nc,paneleiro
24958,nc,panelinha
24959,nc,panelo
24960,nc,pan-eslavismo
24961,nc,pan-eslavista
24962,a,panfletário
24963,nc,panfleteiro
24964,nc,panfletista
24965,nc,panfleto
24966,nc,pá
24967,nc,pangermanismo
24968,nc,pangermanista
24969,nc,pan-helenismo
24970,a,pânico
24971,nc,panícula
24972,adj,panífero
24973,nc,panificador
24974,v,panificar
24975,nc,pano
24976,nc,panóplia
24977,nc,panorama
24978,adj,panorâmico
24979,nc,panqueca
24980,nc,pantalha
24981,nc,pantanal
24982,nc,pantana
24983,v,pantanizar
24984,nc,pântano
24985,adj,pantanoso
24986,nc,panteão
24987,v,pantear
24988,nc,panteísmo
24989,nc,panteologia
24990,nc,pantera
24991,nc,pantomina
24992,v,pantominar
24993,nc,pantomineiro
24994,nc,pantominice
24995,nc,pantufada
24996,nc,pantufa
24997,nc,pantufo
24998,nc,pão
24999,adj,pãozeiro
25000,nc,papa-açorda
25001,nc,papada
25002,nc,papado
25003,nc,papa-figos
25004,nc,papa-formigas
25005,adj,papagaial
25006,nc,papagaia
25007,nc,papagaio
25008,v,papaguear
25009,nc,papagueio
25010,nc,papaia
25011,adj,papal
25012,nc,papa-léguas
25013,nc,papalvice
25014,nc,papalvo
25015,nc,papança
25016,nc,papa
25017,nc,papa
25018,nc,papá
25019,nc,papão
25020,v,paparicar
25021,nc,paparicos
25022,nc,paparoca
25023,v,papar
25024,nc,papas
25025,nc,papeira
25026,a,papeiro
25027,nc,papelada
25028,nc,papelão
25029,nc,papelaria
25030,a,papeleira
25031,a,papeleiro
25032,nc,papeleta
25033,nc,papelista
25034,nc,papel-moeda
25035,nc,papel
25036,nc,papelosa
25037,nc,papelotes
25038,nc,papelucho
25039,nc,papila
25040,nc,papilho
25041,adj,papíreo
25042,adj,papiriforme
25043,nc,papiro
25044,nc,papisa
25045,nc,papismo
25046,nc,papista
25047,nc,papoila
25048,nc,papo
25049,nc,papoula
25050,adj,papudo
25051,nc,paquete
25052,adj,paquiderme
25053,nc,paquidermes
25054,nc,paquímetro
25055,a,paquistanês
25056,nc,parabéns
25057,nc,parábola
25058,adj,parabólico
25059,nc,parabolismo
25060,v,parabolizar
25061,a,paraboloide
25062,nc,para-brisas
25063,prep,para
25064,nc,para-choque
25065,nc,parada
25066,nc,paradeiro
25067,adj,paradigmal
25068,nc,paradigma
25069,adj,paradigmático
25070,adj,paradisíaco
25071,adj,paradísico
25072,nc,paradoiro
25073,nc,paradouro
25074,adj,paradoxal
25075,v,paradoxar
25076,a,paradoxo
25077,nc,parafernália
25078,nc,parafina
25079,v,parafinar
25080,adj,parafínico
25081,v,parafrasear
25082,nc,paráfrase
25083,nc,parafrasta
25084,adj,parafrástico
25085,nc,parafusaria
25086,v,parafusar
25087,nc,parafuso
25088,nc,paragem
25089,v,paragrafar
25090,nc,parágrafo
25091,a,paraguaio
25092,nc,paraíso
25093,nc,para-lamas
25094,nc,paralaxe
25095,nc,paralela
25096,nc,paralelepípedo
25097,nc,paralelismo
25098,v,paralelizar
25099,nc,paralelogramo
25100,a,paralelo
25101,nc,paralexia
25102,v,paralisar
25103,nc,parálise
25104,nc,paralisia
25105,a,paralítico
25106,nc,paralogismo
25107,nc,paramécia
25108,adj,paramédico
25109,v,paramentar
25110,adj,paramétrico
25111,v,parametrizar
25112,nc,parâmetro
25113,adj,paramilitar
25114,nc,paranoia
25115,adj,paranoico
25116,a,paranormal
25117,adj,par
25118,nc,parapeito
25119,nc,parapente
25120,nc,paraplegia
25121,adj,paraplégico
25122,nc,parapsicologia
25123,nc,paraquedas
25124,nc,paraquedismo
25125,nc,paraquedista
25126,nc,para-raios
25127,v,parar
25128,nc,parasitagem
25129,a,parasita
25130,adj,parasitário
25131,v,parasitar
25132,adj,parasítico
25133,adj,parasitífero
25134,nc,parasitismo
25135,a,parasito
25136,nc,para-vento
25137,nc,parceiro
25138,nc,parcela
25139,adj,parcelar
25140,nc,parceria
25141,adj,parcial
25142,nc,parcialidade
25143,v,parcializar
25144,nc,parcimónia
25145,adj,parcimonioso
25146,adj,parcíssimo
25147,adj,parco
25148,adj,pardacento
25149,nc,pardalada
25150,a,pardalão
25151,nc,pardaleja
25152,nc,pardal
25153,nc,pardaloca
25154,nc,pardau
25155,nc,pardieiro
25156,adj,pardo
25157,v,parear
25158,nc,parecença
25159,adj,parecente
25160,nc,parecer
25161,v,parecer
25162,nc,paredão
25163,a,paredeiro
25164,nc,parede
25165,a,parelha
25166,adj,parelho
25167,nc,parênquima
25168,adj,parental
25169,v,parentear
25170,a,parente
25171,nc,parentela
25172,adj,parenteral
25173,adj,parentérico
