,category,token
22754,a,mobilador
22755,adj,móbil
22756,v,mobilar
22757,nc,mobília
22758,a,mobiliário
22759,nc,mobilidade
22760,nc,mobilismo
22761,a,mobilista
22762,a,mobilizador
22763,v,mobilizar
22764,nc,mocada
22765,nc,moçada
22766,nc,moçalhão
22767,a,moçambicano
22768,nc,moçambique
22769,nc,moca
22770,nc,moção
22771,a,moçárabe
22772,adj,moçarábico
22773,cp,mo
22774,nc,mocetão
22775,nc,mochila
22776,a,mocho
22777,nc,mocidade
22778,nc,mocinha
22779,a,moço
22780,adj,modal
22781,nc,modalidade
22782,nc,moda
22783,a,modelador
22784,nc,modelagem
22785,adj,modelar
22786,v,modelar
22787,v,modelizar
22788,nc,modelo
22789,a,moderador
22790,adj,moderante
22791,v,moderar
22792,adj,moderativo
22793,nc,modernidade
22794,v,modernizar
22795,adj,moderno
22796,adj,modestaço
22797,nc,modéstia
22798,adj,modesto
22799,v,modicar
22800,nc,modicidade
22801,adj,módico
22802,nc,modificação
22803,a,modificador
22804,v,modificar
22805,adj,modificativo
22806,nc,modista
22807,nc,modo
22808,adj,modorral
22809,nc,modorra
22810,v,modorrar
22811,adj,modorrento
22812,a,modulador
22813,nc,modulagem
22814,adj,modular
22815,v,modular
22816,nc,módulo
22817,nc,moeda
22818,nc,moedeira
22819,nc,moedeiro
22820,nc,moedela
22821,a,moedor
22822,nc,moedouro
22823,nc,moedura
22824,nc,moela
22825,v,moer
22826,v,mofar
22827,adj,mofento
22828,nc,mofo
22829,adj,mofoso
22830,nc,mogno
22831,adj,moído
22832,nc,moina
22833,nc,moina
22834,a,moinante
22835,v,moinar
22836,nc,moinho
22837,nc,moira
22838,adj,moiriscado
22839,adj,moirisco
22840,nc,moiro
22841,nc,moiseísmo
22842,nc,moiseísta
22843,nc,moita
22844,a,moitense
22845,nc,mola
22846,nc,molangueirão
22847,nc,molanqueirão
22848,nc,molanqueirice
22849,nc,molanqueiro
22850,adj,molar
22851,a,moldador
22852,nc,moldagem
22853,v,moldar
22854,a,moldavo
22855,nc,molde
22856,nc,moldura
22857,v,moldurar
22858,nc,moldureiro
22859,adj,mole
22860,nc,molecada
22861,nc,molécula
22862,adj,molecular
22863,nc,moleira
22864,a,moleirinha
22865,nc,moleiro
22866,a,molenga
22867,nc,molengão
22868,v,molengar
22869,adj,molengueiro
22870,nc,moleque
22871,nc,molestador
22872,v,molestar
22873,nc,moléstia
22874,adj,molesto
22875,nc,moleta
22876,nc,molete
22877,nc,moleza
22878,nc,molhada
22879,nc,molhadela
22880,nc,molhadura
22881,nc,molhagem
22882,nc,molhança
22883,nc,molha
22884,v,molhar
22885,nc,molheira
22886,nc,molhe
22887,nc,molho
22888,nc,molibdénio
22889,a,moliceiro
22890,nc,moliço
22891,adj,molieresco
22892,adj,molificante
22893,v,molificar
22894,adj,molificativo
22895,v,molinar
22896,nc,molinete
22897,nc,molinha
22898,v,molinhar
22899,nc,molinheira
22900,nc,molinheiro
22901,adj,moluscoide
22902,nc,molusco
22903,adv,momentaneamente
22904,adj,momentâneo
22905,nc,momento
22906,adj,momentoso
22907,adj,monacal
22908,nc,monada
22909,nc,mónade
22910,nc,mona
22911,nc,monarca
22912,nc,monarquia
22913,a,monárquico
22914,nc,monarquismo
22915,nc,monarquista
22916,v,monarquizar
22917,adj,monasterial
22918,adj,monastical
22919,adj,monástico
22920,nc,monção
22921,nc,monco
22922,adj,moncoso
22923,v,mondar
22924,a,monetário
22925,nc,monetarismo
22926,adj,monetarista
22927,v,monetizar
22928,nc,monge
22929,a,mongol
22930,adj,mongólico
22931,adj,mongoloide
22932,nc,monhé
22933,nc,monismo
22934,nc,monista
22935,adj,monístico
22936,a,monitorado
22937,adj,monitorial
22938,nc,monitoria
22939,nc,monitorização
22940,v,monitorizar
22941,nc,monitor
22942,adj,monjal
22943,nc,monja
22944,nc,mó
22945,nc,monoácido
22946,adj,monoatómico
22947,adj,monocarpelar
22948,adj,monocárpico
22949,adj,monocelular
22950,adj,monocíclico
22951,nc,monociclo
22952,adj,monoclínico
22953,adj,monocórdico
22954,nc,monocórdio
22955,nc,monocordo
22956,adj,monocromático
22957,nc,monocromatismo
22958,nc,monocromia
22959,adj,monocromo
22960,adj,monocular
22961,v,monoculizar
22962,a,monóculo
22963,nc,monocultura
22964,adj,monódico
22965,nc,monogamia
22966,adj,monogâmico
22967,a,monógamo
22968,nc,monogénese
22969,adj,monogenético
22970,nc,monogenia
22971,adj,monogénico
22972,nc,monogenismo
22973,nc,monografia
22974,nc,monograma
22975,adj,monogramático
22976,a,mono
22977,adj,monoide
22978,nc,monoideísmo
22979,adj,monolingue
22980,adj,monolítico
22981,nc,monolitismo
22982,nc,monólito
22983,v,monologar
22984,nc,monologia
22985,nc,monólogo
22986,adj,monolugar
22987,nc,monomorfismo
22988,nc,mononucleose
22989,adj,monoparental
22990,nc,monopólio
22991,adj,monopolista
22992,a,monopolizador
22993,v,monopolizar
22994,adj,monorrítmico
22995,adj,monossilábico
22996,nc,monossilabismo
22997,a,monossílabo
22998,nc,monoteísmo
22999,nc,monotelismo
23000,nc,monotelita
23001,adv,monotonamente
23002,nc,monotonia
23003,adj,monótono
23004,adj,monovalente
23005,nc,monovolume
23006,nc,monóxido
23007,nc,monsenhorado
23008,nc,monsenhoria
23009,nc,monsenhor
23010,nc,monstro
23011,nc,monstruosidade
23012,adj,monstruoso
23013,nc,monta-cargas
23014,nc,montada
23015,nc,montado
23016,nc,montador
23017,nc,montagem
23018,nc,monta
23019,nc,montanha
23020,nc,montanha-russa
23021,nc,montanheira
23022,a,montanheiro
23023,a,montanhês
23024,nc,montanhismo
23025,adj,montanhoso
23026,adj,montano
23027,nc,montão
23028,nc,montaria
23029,v,montar
23030,a,montenegrino
23031,nc,monte
23032,adj,montês
23033,adj,montesinho
23034,adj,montesino
23035,adj,montículo
23036,nc,montijo
23037,nc,montra
23038,adj,monumental
23039,nc,monumentalidade
23040,v,monumentalizar
23041,nc,monumento
23042,adj,monumentoso
23043,nc,morada
23044,nc,moradia
23045,nc,moradio
23046,a,morador
23047,a,moral
23048,nc,moralidade
23049,nc,moralismo
23050,a,moralista
23051,a,moralizador
23052,v,moralizar
23053,adj,mor
23054,nc,mora
23055,nc,morangal
23056,nc,morango
23057,nc,morangueira
23058,nc,morangueiro
23059,v,morar
23060,nc,moratória
23061,adj,moratório
23062,nc,morbideza
23063,nc,morbidez
23064,adj,mórbido
23065,adj,morcegal
23066,nc,morcegão
23067,nc,morcego
23068,nc,morcela
23069,nc,mordaça
23070,nc,mordacidade
23071,adj,mordaz
23072,nc,mordedela
23073,nc,mordedura
23074,adj,mordente
23075,v,morder
23076,adj,mordicante
23077,v,mordicar
23078,adj,mordicativo
23079,nc,mordidela
23080,v,mordiscar
23081,nc,mordomado
23082,v,mordomar
23083,adj,mordomeiro
23084,nc,mordomia
23085,nc,mordomice
23086,nc,mordomo
23087,nc,moreia
23088,adj,morenado
23089,nc,morena
23090,a,moreno
23091,nc,morfema
23092,adj,morfético
23093,nc,morfina
23094,nc,morfinismo
23095,v,morfinizar
23096,nc,morfismo
23097,nc,morfogenia
23098,nc,morfologia
23099,adj,morfológico
23100,adj,morfossintático
23101,nc,morgadia
23102,nc,morgadio
23103,nc,morgado
23104,nc,morgue
23105,adj,moribundo
23106,adv,mormente
23107,nc,mormonismo
23108,nc,mórmon
23109,a,morna
23110,adj,morno
23111,nc,morosidade
23112,adj,moroso
23113,in,morra
23114,adj,morrediço
23115,adj,morredoiro
23116,a,morredouro
23117,v,morrer
23118,nc,morrinha
23119,v,morrinhar
23120,adj,morrinhento
23121,nc,morrinhice
23122,adj,morrinhoso
23123,nc,morro
23124,nc,morsa
23125,nc,mortadela
23126,nc,mortalha
23127,v,mortalhar
23128,a,mortal
23129,nc,mortalidade
23130,nc,mortandade
23131,nc,morteirada
23132,nc,morteiro
23133,nc,morte
23134,adj,morticínio
23135,adj,mortiço
23136,adj,mortífero
23137,a,mortificador
23138,adj,mortificante
23139,v,mortificar
23140,adj,mortificativo
23141,a,morto
23142,a,mortório
23143,nc,mortualha
23144,adj,mortuário
23145,adj,mortuoso
23146,nc,mosaico
23147,a,mosaísta
23148,adj,moscado
23149,nc,mosca-do-vinagre
23150,nc,mosca-morta
23151,nc,mosca
23152,nc,moscão
23153,nc,moscardo
23154,nc,moscaria
23155,a,moscatel
23156,a,moscovita
23157,nc,mosquedo
23158,nc,mosqueiro
23159,nc,mosquetada
23160,nc,mosquetaria
23161,v,mosquetear
23162,nc,mosqueteiro
23163,nc,mosquete
23164,nc,mosquinha-morta
23165,nc,mosquitada
23166,nc,mosquiteiro
23167,nc,mosquito
23168,nc,mossa
23169,v,mossar
23170,nc,mostardal
23171,nc,mostarda
23172,nc,mostardeira
23173,nc,mostardeiro
23174,nc,mosteiro
23175,nc,mosto
23176,nc,mostradela
23177,a,mostrador
23178,nc,mostragem
23179,nc,mostra
23180,v,mostrar
23181,v,mostrengar
23182,nc,mostrengo
23183,nc,mostruário
23184,nc,mota
23185,nc,motel
23186,nc,mote
23187,nc,motejo
23188,nc,motilidade
23189,nc,motim
23190,nc,motinada
23191,v,motinar
23192,adj,motineiro
23193,adj,motinoso
23194,nc,motivação
23195,a,motivador
23196,v,motivar
23197,a,motivo
23198,nc,motocicleta
23199,nc,motociclismo
23200,nc,motociclista
23201,nc,motociclo
23202,nc,motonáutica
23203,nc,moto
23204,nc,motora
23205,a,motor
23206,nc,motoreta
23207,nc,motorista
23208,v,motorizar
23209,nc,motricidade
23210,a,motriz
23211,a,mouco
23212,nc,mouqueira
23213,nc,mouquice
23214,nc,moura
23215,nc,mourão
23216,nc,mouraria
23217,v,mourejar
23218,nc,mourisca
23219,a,mourisco
23220,a,mouro
23221,nc,mousse
23222,adj,movediço
23223,adj,móvel
23224,nc,móvel
23225,adj,movente
23226,v,mover
23227,v,movimentar
23228,nc,movimento
23229,nc,mozárabe
23230,adj,muar
23231,nc,muchacho
23232,adj,mucoide
23233,nc,muco
23234,a,mucosa
23235,nc,mucosidade
23236,adj,mucoso
23237,nc,muçulmanismo
23238,a,muçulmano
23239,adj,mudadiço
23240,nc,mudança
23241,v,mudar
23242,nc,mudez
23243,a,mudo
23244,nc,mugido
23245,v,mugir
23246,adv,mui
23247,adv,muito
23248,pind,muito
23249,pind,muito
23250,nc,mulada
23251,a,mula
23252,nc,mulataria
23253,a,mulato
23254,nc,muletada
23255,nc,muleta
23256,nc,muleteiro
23257,nc,mulheraça
23258,nc,mulherão
23259,a,mulherengo
23260,adj,mulherico
23261,adj,mulheril
23262,nc,mulherinha
23263,nc,mulherio
23264,nc,mulher
23265,nc,mulherzinha
23266,nc,multa
23267,v,multar
23268,adj,multiangular
23269,adj,multiatómico
23270,adj,multibanco
23271,adj,multicelular
23272,adj,multicolor
23273,v,multicolorir
23274,adj,multicor
23275,adj,multicultural
23276,nc,multiculturalismo
23277,nc,multidão
23278,adj,multidimensional
23279,adj,multidisciplinar
23280,adj,multiface
23281,adj,multifacetado
23282,adj,multifloro
23283,a,multiforme
23284,a,multifunção
23285,adj,multilateral
23286,adj,multilíngua
23287,adj,multilingue
23288,a,multimédia
23289,nc,multímetro
23290,a,multimilionário
23291,adj,multimodal
23292,adj,multinacional
23293,adj,multipartidário
23294,adv,multiplamente
23295,nc,multiplataforma
23296,adj,multiplexado
23297,nc,multiplicador
23298,nc,multiplicando
23299,v,multiplicar
23300,adj,multiplicativo
23301,adj,multíplice
23302,nc,multiplicidade
23303,adj,múltiplo
23304,nc,múltiplo
23305,adj,multipolar
23306,pref,multi
23307,adj,multirracial
23308,adj,multissecular
23309,nc,multitude
23310,adj,multiusos
23311,nc,múmia
23312,a,mumificador
23313,adj,mumificante
23314,v,mumificar
23315,adj,mundanal
23316,nc,mundanalidade
23317,nc,mundanidade
23318,nc,mundanismo
23319,adj,mundano
23320,adj,mundial
23321,v,mundializar
23322,nc,mundividência
23323,nc,mundo
23324,nc,mungida
23325,nc,mungidura
23326,v,mungir
23327,adj,municipal
23328,nc,municipalidade
23329,v,municipalizar
23330,a,munícipe
23331,nc,município
23332,v,munir
23333,adj,mural
23334,nc,muralha
23335,v,muralhar
23336,adj,murário
23337,v,murar
23338,a,murcha
23339,v,murchar
23340,nc,murchidão
23341,adj,murcho
23342,adj,murciano
23343,nc,murmuradeira
23344,adj,murmurante
23345,v,murmurar
23346,adj,murmurativo
23347,v,murmurejar
23348,nc,murmurejo
23349,nc,murmúrio
23350,adj,murmuroso
23351,nc,muro
23352,nc,murraça
23353,nc,murro
23354,adj,musal
23355,nc,musa
23356,nc,musaranho
23357,adj,muscoso
23358,adj,musculado
23359,adj,muscular
23360,nc,musculatura
23361,nc,músculo
23362,nc,musculosidade
23363,adj,musculoso
23364,nc,museologia
23365,nc,museu
23366,nc,musgo
23367,adj,musgoso
23368,adj,musguento
23369,adj,musical
23370,nc,musicalidade
23371,nc,música
23372,adj,musicante
23373,v,musicar
23374,nc,musicata
23375,a,músico
23376,nc,musicologia
23377,nc,musiqueta
23378,nc,mutabilidade
23379,nc,mutação
23380,nc,mutacionismo
23381,a,mutante
23382,adj,mutatório
23383,adj,mutável
23384,a,mutilador
23385,v,mutilar
23386,nc,mutismo
23387,adj,mutual
23388,nc,mutualidade
23389,nc,mutualismo
23390,a,mutualista
23391,adv,mutuamente
23392,a,mutuante
23393,nc,mutuário
23394,v,mutuar
23395,a,mútuo
23396,nc,nababo
23397,nc,nabada
23398,nc,nabal
23399,nc,nabiçal
23400,nc,nabiça
23401,nc,nabinha
23402,nc,nabo
23403,nc,nacada
23404,nc,nação
23405,adj,nacarado
23406,adj,nacional
23407,nc,nacionalidade
23408,nc,nacionalização
23409,v,nacionalizar
23410,nc,nacional-socialismo
23411,a,nacional-socialista
23412,nc,naco
23413,adv,nada
23414,pind,nada
23415,nc,nadadeira
23416,a,nadador
23417,nc,nadador-salvador
23418,nc,nadadores-salvadores
23419,nc,nadadura
23420,adj,nadante
23421,v,nadar
23422,nc,nadegada
23423,nc,nádega
23424,adj,nadegudo
23425,a,nadegueiro
23426,nc,nadinha
23427,nc,nado
23428,nc,naftaleno
23429,nc,naftalina
23430,nc,nafta
23431,nc,nagalho
23432,nc,naifada
23433,nc,naifa
23434,nc,naipada
23435,adj,naipeiro
23436,nc,naipe
23437,cp,nalgum
23438,adj,namibiano
23439,a,namoradeiro
23440,adj,namoradiço
23441,a,namorado
23442,a,namorador
23443,v,namorar
23444,adj,namoratório
23445,v,namoricar
23446,nc,namorico
23447,v,namoriscar
23448,nc,namorismo
23449,nc,namoro
23450,nc,nana
23451,v,nanar
23452,adj,nano
23453,nc,nanotecnologia
23454,adv,não
23455,nc,não
23456,nc,napoleão
23457,a,napoleónico
23458,nc,napoleonismo
23459,a,napolitano
23460,cp,naquele
23461,cp,naqueloutro
23462,cp,naquilo
23463,v,narcisar
23464,nc,narcisismo
23465,adj,narcisoide
23466,nc,narciso
23467,nc,narcomania
23468,nc,narcose
23469,nc,narcoterapia
23470,a,narcótico
23471,nc,narcotina
23472,nc,narcotismo
23473,v,narcotizar
23474,a,narcotraficante
23475,nc,narcotráfico
23476,nc,narigada
23477,nc,narigão
23478,adj,narigudo
23479,adj,narigueiro
23480,nc,narigueta
23481,nc,narina
23482,nc,nariz
23483,nc,narração
23484,a,narrador
23485,v,narrar
23486,nc,narrativa
23487,adj,narrativo
23488,adj,nasal
23489,v,nasalar
23490,nc,nasalidade
23491,v,nasalizar
23492,nc,nasal
23493,adj,nascediço
23494,nc,nascedoiro
23495,nc,nascedouro
23496,nc,nascença
23497,adj,nascente
23498,nc,nascente
23499,v,nascer
23500,nc,nascida
23501,a,nascituro
23502,nc,nastro
23503,nc,natação
23504,nc,natadeira
23505,adj,natado
23506,adj,natal
23507,a,natalense
23508,a,natalício
23509,nc,natalidade
23510,nc,natal
23511,nc,nata
23512,adj,natátil
23513,a,natatório
23514,adj,natento
23515,nc,natividade
23516,nc,nativismo
23517,a,nativista
23518,a,nativo
23519,adj,nato
23520,adj,natural
23521,nc,naturalidade
23522,nc,naturalismo
23523,nc,naturalista
23524,v,naturalizar
23525,nc,natural
23526,nc,natura
23527,nc,natureza
23528,nc,naturezas-mortas
23529,nc,naturismo
23530,a,naturista
23531,a,naufragante
23532,v,naufragar
23533,nc,naufrágio
23534,a,náufrago
23535,adj,naufragoso
23536,nc,nau
23537,adj,nauseabundo
23538,nc,náusea
23539,adj,nauseante
23540,v,nausear
23541,adj,nauseativo
23542,adj,nauseento
23543,adj,nauseoso
23544,nc,náutica
23545,adj,náutico
23546,adj,naval
23547,nc,navalhada
23548,nc,navalha
23549,nc,navalhão
23550,v,navalhar
23551,nc,navalheira
23552,nc,navarro
23553,nc,navegabilidade
23554,nc,navegação
23555,a,navegador
23556,a,navegante
23557,v,navegar
23558,nc,nave
23559,nc,navio
23560,nc,navio-escola
23561,nc,navios-escola
23562,a,nazareno
23563,nc,nazi
23564,nc,nazismo
23565,a,nazista
23566,nc,neblina
23567,nc,nebulização
23568,nc,nebulizador
23569,nc,nebulosa
23570,nc,nebulosidade
23571,adj,nebuloso
23572,adj,necessário
23573,nc,necessidade
23574,adj,necessitante
23575,v,necessitar
23576,adj,necessitoso
23577,nc,necrofilia
23578,nc,necrofobia
23579,nc,necrologia
23580,nc,necrológio
23581,nc,necrópole
23582,nc,necrose
23583,nc,necrotério
23584,adj,nectarífero
23585,nc,nectário
23586,v,nectarizar
23587,nc,néctar
23588,adj,neerlandês
23589,adj,nefasto
23590,nc,nefrite
23591,nc,nefrologia
23592,a,negador
23593,nc,nega
23594,v,negar
23595,nc,negativa
23596,v,negativar
23597,nc,negatividade
23598,nc,negativismo
23599,a,negativista
23600,adj,negativo
23601,adj,negatório
23602,nc,negligência
23603,v,negligenciar
23604,adj,negligente
23605,nc,negociabilidade
23606,nc,negociação
23607,a,negociador
23608,adj,negocial
23609,nc,negociante
23610,v,negociar
23611,nc,negociata
23612,nc,negócio
23613,adj,negocioso
23614,nc,negraço
23615,nc,negrada
23616,nc,negrão
23617,nc,negraria
23618,a,negreiro
23619,nc,negridão
23620,nc,negritude
23621,a,negro
23622,adj,negroide
23623,nc,negrume
23624,nc,negrura
23625,cp,nele
23626,adj,nematoide
23627,con,nem
23628,nc,nené
23629,pind,nenhum
23630,adv,nenhures
23631,nc,nê
23632,nc,nenúfar
23633,nc,neocatolicismo
23634,a,neocatólico
23635,nc,neoclassicismo
23636,adj,neoclássico
23637,nc,neocolonialismo
23638,adj,neocolonialista
23639,nc,neocriticismo
23640,nc,neodímio
23641,nc,neófito
23642,adj,neogótico
23643,nc,neokantismo
23644,adj,neolatino
23645,adj,neoliberal
23646,adj,neolítico
23647,nc,neologia
23648,nc,neologismo
23649,a,neólogo
23650,nc,neomarginalista
23651,nc,néon
23652,nc,neoplastia
23653,adj,neoplatónico
23654,nc,neoplatonismo
23655,nc,neorrealismo
23656,nc,neorrealista
23657,nc,neorromantismo
23658,a,neonazi
23659,adj,neotropical
23660,a,neozelandês
23661,a,nepalês
23662,adj,neperiano
23663,nc,nepotismo
23664,adj,neptuniano
23665,nc,nervação
23666,adj,nervado
23667,adj,nerval
23668,adj,nérveo
23669,adj,nervino
23670,nc,nervo
23671,nc,nervosidade
23672,nc,nervosismo
23673,a,nervoso
23674,adj,nervudo
23675,nc,nervura
23676,adv,nesciamente
23677,a,néscio
23678,nc,nesga
23679,nc,nêspera
23680,nc,nespereira
23681,nc,nêspero
23682,cp,nesse
23683,cp,neste
23684,nc,netalhada
23685,nc,neta
23686,nc,neto
23687,a,neura
23688,adj,neural
23689,nc,neuralgia
23690,adj,neurálgico
23691,nc,neurastenia
23692,nc,neurocirurgia
23693,nc,neurocirurgião
23694,adj,neurocirúrgico
23695,nc,neurologia
23696,nc,neuroma
23697,adj,neuromuscular
23698,adj,neuronal
23699,adj,neurónico
23700,nc,neurónio
23701,nc,neuro
23702,nc,neuroparalisia
23703,nc,neuropatia
23704,nc,neuropatologia
23705,nc,neuropsicologia
23706,nc,neurose
23707,adj,neurótico
23708,nc,neurotransmissor
23709,adj,neutral
23710,nc,neutralidade
23711,nc,neutralismo
23712,adj,neutralizante
23713,v,neutralizar
23714,nc,neutrão
23715,nc,neutreto
23716,nc,neutrino
23717,adj,neutro
23718,nc,neutrofilia
23719,adj,neutrónico
23720,nc,nevada
23721,nc,nevão
23722,v,nevar
23723,nc,nevasca
23724,nc,neve
23725,v,neviscar
23726,nc,nevoaça
23727,nc,névoa
23728,nc,nevoeirada
23729,nc,nevoeira
23730,adj,nevoeirento
23731,nc,nevoeiro
23732,v,nevoentar
23733,adj,nevoento
23734,adj,nevoso
23735,nc,nevralgia
23736,adj,nevrálgico
23737,nc,nevralgismo
23738,nc,nevrologia
23739,nc,nevrose
23740,adj,nevrótico
23741,adj,newtoniano
23742,nc,newton
23743,nc,nexo
23744,nc,nicada
23745,nc,nicanço
23746,nc,nica
23747,v,nicar
23748,nc,nicho
23749,adv,nicles
23750,nc,nico
23751,nc,nicotina
23752,adj,nicotínico
23753,nc,nicotinismo
23754,adj,nicotino
23755,v,nicotizar
23756,nc,nidação
23757,adj,nidícola
23758,v,nidificar
23759,a,nigeriano
23760,nc,niilificação
23761,nc,niilismo
23762,a,niilista
23763,nc,nimbo
23764,adj,nimboso
23765,nc,nina
23766,v,ninar
23767,nc,ninfa
23768,adj,ninfoide
23769,a,ninfómana
23770,adj,ninfomaníaca
23771,nc,ninfomania
23772,pind,ninguém
23773,nc,ninhada
23774,nc,ninhal
23775,nc,ninharia
23776,v,ninhar
23777,nc,ninho
23778,nc,nini
23779,nc,nino
23780,adj,nipo-chinês
23781,adj,nipónico
23782,nc,níquel
23783,adj,niquento
23784,nc,niquice
23785,nc,nirvana
23786,cp,nisso
23787,cp,nisto
23788,adv,nitidamente
23789,nc,nitidez
23790,adj,nítido
23791,nc,nitral
23792,v,nitrar
23793,v,nitratar
23794,nc,nitrato
23795,adj,nítrico
23796,adj,nitrificante
23797,v,nitrificar
23798,nc,nitrito
23799,nc,nitrogénio
23800,nc,nitroglicerina
23801,adj,nitroso
23802,nc,nivação
23803,nc,niveladora
23804,a,nivelador
23805,v,nivelar
23806,nc,nível
23807,adj,níveo
23808,adj,niviforme
23809,a,nivoso
23810,a,nobiliário
23811,adj,nobiliárquico
23812,adj,nobilíssimo
23813,v,nobrecer
23814,a,nobre
23815,nc,nobreza
23816,nc,noção
23817,cp,no
23818,adj,nocional
23819,nc,nocividade
23820,adj,nocivo
23821,a,noctívago
23822,a,notívago
23823,adj,noturnal
23824,a,noturno
23825,adj,nodal
23826,nc,nódoa
23827,nc,nodo
23828,nc,nodosidade
23829,adj,nodoso
23830,v,nodular
23831,nc,nódulo
23832,adj,noduloso
23833,nc,noema
23834,adj,noemático
23835,nc,noese
23836,adj,nogueirado
23837,nc,nogueiral
23838,nc,nogueira
23839,nc,noitada
23840,nc,noite
23841,nc,noitinha
23842,nc,noivado
23843,adj,noival
23844,nc,noiva
23845,v,noivar
23846,nc,noivo
23847,nc,nojeira
23848,adj,nojento
23849,nc,nojo
23850,adj,nojoso
23851,adj,nómada
23852,nc,nomadismo
23853,v,nomadizar
23854,a,nomeada
23855,adv,nomeadamente
23856,a,nomeador
23857,nc,nomeadura
23858,adj,nomeante
23859,v,nomear
23860,v,nomenclar
23861,nc,nomenclatura
23862,nc,nome
23863,nc,nominação
23864,adj,nominal
23865,nc,nominalidade
23866,nc,nominalismo
23867,a,nominalista
23868,a,nominativo
23869,a,nonagenário
23870,nord,nonagésimo
23871,nc,nona
23872,nc,nó
23873,nord,nono
23874,nc,nora
23875,nc,nordestada
23876,v,nordestear
23877,nc,nordeste
23878,nc,nordestia
23879,a,nórdico
23880,adj,normal
23881,v,normalizar
23882,a,normando
23883,nc,norma
23884,adj,normativo
23885,v,noroestear
23886,nc,noroeste
23887,nc,nortada
23888,adj,norte-americano
23889,v,nortear
23890,adj,norte-coreano
23891,adj,nortenho
23892,nc,norte
23893,a,norueguês
23894,ppes,nos
23895,ppes,nós
23896,ppos,nosso
23897,nc,nostalgia
23898,a,nostálgico
23899,nc,notabilidade
23900,a,notabilíssimo
23901,v,notabilizar
23902,nc,notação
23903,adj,notacional
23904,a,notador
23905,nc,nota
23906,nc,notariado
23907,adj,notarial
23908,nc,notário
23909,v,notar
23910,a,notável
23911,a,noticiador
23912,nc,notícia
23913,nc,noticiário
23914,nc,noticiarista
23915,v,noticiar
23916,adj,noticioso
23917,a,notificador
23918,adj,notificante
23919,v,notificar
23920,adj,notificativo
23921,adj,notificatório
23922,nc,notocórdio
23923,nc,notoriedade
23924,adj,notório
23925,cp,noutro
23926,adv,noutrora
23927,a,nova
23928,a,nova-iorquino
23929,a,novato
23930,card,nove
23931,adj,novecentista
23932,card,novecentos
23933,adj,novel
23934,nc,novela
23935,v,novelar
23936,a,noveleiro
23937,adj,novelesco
23938,nc,novelista
23939,nc,novelo
23940,adj,novenal
23941,nc,novena
23942,nc,novenário
23943,adj,noveno
23944,card,noventa
23945,nc,novice
23946,nc,noviço
23947,nc,novidade
23948,adj,novilatino
23949,nc,novilho
23950,adj,noviorquino
23951,adj,novo
23952,nc,novo-rico
23953,nc,novos
23954,nc,novos-ricos
23955,nc,noz-moscada
23956,nc,noz
23957,adj,nua
23958,v,nublar
23959,adj,nubloso
23960,adj,nucal
23961,nc,nuca
23962,adj,nucleal
23963,nc,nucleão
23964,adj,nuclear
23965,nc,núcleo
23966,nc,nudação
23967,nc,nudeza
23968,nc,nudez
23969,nc,nudismo
23970,nc,nudista
23971,a,nu
23972,a,nubente
23973,nc,nulidade
23974,adj,nulo
23975,a,numantino
23976,cp,num
23977,nc,numeradora
23978,a,numerador
23979,a,numeral
23980,a,numerário
23981,v,numerar
23982,adj,numerativo
23983,adj,numérico
23984,nc,número
23985,nc,numerologia
23986,nc,numerosidade
23987,adj,numeroso
23988,nc,numismata
23989,nc,numismática
23990,adj,numismático
23991,adv,nunca
23992,nc,nunciatura
23993,nc,núncio
23994,adj,nupcial
23995,nc,nupcialidade
23996,nc,núpcias
23997,nc,nutribilidade
23998,adj,nutrício
23999,adj,nutricional
24000,nc,nutricionista
24001,adj,nutriente
24002,v,nutrificar
24003,adj,nutrimental
24004,v,nutrir
24005,adj,nutritivo
24006,nc,nuvem
24007,adj,núveo
24008,in,ó
24009,adj,oasiano
24010,adj,oásico
24011,nc,oásis
24012,adv,obcecadamente
24013,adj,obcecante
24014,v,obcecar
24015,v,obedecer
24016,adj,obediencial
24017,nc,obediência
24018,adj,obediente
24019,adj,obeliscal
24020,nc,obelisco
24021,nc,obesidade
24022,adj,obeso
24023,nc,óbice
24024,nc,óbito
24025,nc,objeção
24026,adj,objetal
24027,a,objetante
24028,v,objetar
24029,nc,objetiva
24030,v,objetivar
24031,nc,objetivismo
24032,a,objetivo
24033,nc,objeto
24034,adj,objetor
24035,nc,oblato
24036,adv,obliquamente
24037,v,obliquar
24038,nc,obliquidade
24039,adj,oblíquo
24040,adj,obliterante
24041,v,obliterar
24042,nc,oboé
24043,a,obrador
24044,nc,obra-mestra
24045,nc,obra
24046,adj,obrante
24047,nc,obra-prima
24048,v,obrar
24049,nc,obras-primas
24050,nc,obreira
24051,a,obreiro
24052,nc,obrigação
24053,nc,obrigacionário
24054,nc,obrigacionista
24055,in,obrigado
24056,adj,obrigante
24057,v,obrigar
24058,nc,obrigatário
24059,adj,obrigativo
24060,nc,obrigatoriedade
24061,adj,obrigatório
24062,nc,obscenidade
24063,adj,obsceno
24064,nc,obscuração
24065,adj,obscurante
24066,nc,obscurantismo
24067,a,obscurantista
24068,v,obscurantizar
24069,v,obscurecer
24070,nc,obscuridade
24071,adj,obscuro
24072,adj,obsequente
24073,a,obsequiador
24074,v,obsequiar
24075,nc,obséquio
